category_id,category,capability_director,skill_id,slug,name,output,maximum_action_tier,proactivity_default
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Lifecycle Management,SK-PROCUREMENT-SUPPLIER-MASTER-VALIDATION,procurement-supplier-master-validation,Supplier Master Validation,supplier_master_validation_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Contract Operations,SK-PROCUREMENT-CONTRACT-OBLIGATION-EXTRACTION,procurement-contract-obligation-extraction,Contract Obligation Extraction,contract_obligation_extraction_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Purchasing Controls,SK-PROCUREMENT-PURCHASE-REQUISITION-COMPLIANCE,procurement-purchase-requisition-compliance,Purchase Requisition Compliance,purchase_requisition_compliance_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Purchasing Controls,SK-PROCUREMENT-PURCHASE-ORDER-CHANGE-TRIAGE,procurement-purchase-order-change-triage,Purchase Order Change Triage,purchase_order_change_triage_packet.v1,A0,P2
procurement,"Procurement, Supplier Management, and Third-Party Risk",Payables and Procurement,SK-PROCUREMENT-INVOICE-EXCEPTION-ANALYSIS,procurement-invoice-exception-analysis,Invoice Exception Analysis,invoice_exception_analysis_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Payables and Procurement,SK-PROCUREMENT-THREE-WAY-MATCH-RESOLUTION,procurement-three-way-match-resolution,Three Way Match Resolution,three_way_match_resolution_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Performance Management,SK-PROCUREMENT-SUPPLIER-PERFORMANCE-SCORECARD,procurement-supplier-performance-scorecard,Supplier Performance Scorecard,supplier_performance_scorecard_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Third-Party Risk,SK-PROCUREMENT-SUPPLIER-RISK-SIGNAL-VALIDATION,procurement-supplier-risk-signal-validation,Supplier Risk Signal Validation,supplier_risk_signal_validation_packet.v1,A0,P1
procurement,"Procurement, Supplier Management, and Third-Party Risk",Third-Party Risk,SK-PROCUREMENT-SUPPLIER-CONCENTRATION-EXPOSURE,procurement-supplier-concentration-exposure,Supplier Concentration Exposure,supplier_concentration_exposure_packet.v1,A0,P1
procurement,"Procurement, Supplier Management, and Third-Party Risk",Third-Party Risk,SK-PROCUREMENT-CERTIFICATE-EXPIRY-MONITORING,procurement-certificate-expiry-monitoring,Certificate Expiry Monitoring,certificate_expiry_monitoring_packet.v1,A0,P1
procurement,"Procurement, Supplier Management, and Third-Party Risk",Responsible Sourcing,SK-PROCUREMENT-SUPPLIER-ESG-EVIDENCE-REVIEW,procurement-supplier-esg-evidence-review,Supplier Esg Evidence Review,supplier_esg_evidence_review_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Responsible Sourcing,SK-PROCUREMENT-SUPPLIER-DIVERSITY-CERTIFICATION,procurement-supplier-diversity-certification,Supplier Diversity Certification,supplier_diversity_certification_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Contract Operations,SK-PROCUREMENT-CONTRACT-RENEWAL-READINESS,procurement-contract-renewal-readiness,Contract Renewal Readiness,contract_renewal_readiness_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Demand and Category Management,SK-PROCUREMENT-CATEGORY-OPPORTUNITY-ANALYSIS,procurement-category-opportunity-analysis,Category Opportunity Analysis,category_opportunity_analysis_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Performance Management,SK-PROCUREMENT-PRICE-VARIANCE-INVESTIGATION,procurement-price-variance-investigation,Price Variance Investigation,price_variance_investigation_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Performance Management,SK-PROCUREMENT-LEAD-TIME-EXCEPTION-TRIAGE,procurement-lead-time-exception-triage,Lead Time Exception Triage,lead_time_exception_triage_packet.v1,A0,P2
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Quality and Remediation,SK-PROCUREMENT-SUPPLIER-QUALITY-ISSUE-ESCALATION,procurement-supplier-quality-issue-escalation,Supplier Quality Issue Escalation,supplier_quality_issue_escalation_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Quality and Remediation,SK-PROCUREMENT-CORRECTIVE-ACTION-FOLLOW-UP,procurement-corrective-action-follow-up,Corrective Action Follow Up,corrective_action_follow_up_packet.v1,A0,P1
procurement,"Procurement, Supplier Management, and Third-Party Risk",Purchasing Controls,SK-PROCUREMENT-OFF-CONTRACT-SPEND-ANALYSIS,procurement-off-contract-spend-analysis,Off Contract Spend Analysis,off_contract_spend_analysis_packet.v1,A1,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Purchasing Controls,SK-PROCUREMENT-PURCHASE-APPROVAL-ROUTING,procurement-purchase-approval-routing,Purchase Approval Routing,purchase_approval_routing_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Supplier Lifecycle Management,SK-PROCUREMENT-SUPPLIER-EXIT-READINESS,procurement-supplier-exit-readiness,Supplier Exit Readiness,supplier_exit_readiness_packet.v1,A0,P0
procurement,"Procurement, Supplier Management, and Third-Party Risk",Third-Party Risk,SK-PROCUREMENT-THIRD-PARTY-DATA-CHANGE-REVIEW,procurement-third-party-data-change-review,Third Party Data Change Review,third_party_data_change_review_packet.v1,A0,P1
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Strategic Account Growth,SK-REVENUE-ACCOUNT-PLAN-PREPARATION,revenue-account-plan-preparation,Account Plan Preparation,account_plan_preparation_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Pipeline and Deal Operations,SK-REVENUE-OPPORTUNITY-QUALIFICATION,revenue-opportunity-qualification,Opportunity Qualification,opportunity_qualification_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Pipeline and Deal Operations,SK-REVENUE-DEAL-DESK-REVIEW-PACK,revenue-deal-desk-review-pack,Deal Desk Review Pack,deal_desk_review_pack_packet.v1,A0,P1
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Pipeline and Deal Operations,SK-REVENUE-QUOTE-POLICY-COMPLIANCE,revenue-quote-policy-compliance,Quote Policy Compliance,quote_policy_compliance_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Revenue Operations,SK-REVENUE-PIPELINE-HYGIENE-REVIEW,revenue-pipeline-hygiene-review,Pipeline Hygiene Review,pipeline_hygiene_review_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Revenue Operations,SK-REVENUE-FORECAST-ROLLUP-EXCEPTION,revenue-forecast-rollup-exception,Forecast Rollup Exception,forecast_rollup_exception_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Customer Retention,SK-REVENUE-RENEWAL-RISK-ASSESSMENT,revenue-renewal-risk-assessment,Renewal Risk Assessment,renewal_risk_assessment_packet.v1,A0,P1
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Strategic Account Growth,SK-REVENUE-EXPANSION-SIGNAL-QUALIFICATION,revenue-expansion-signal-qualification,Expansion Signal Qualification,expansion_signal_qualification_packet.v1,A1,P1
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Customer Retention,SK-REVENUE-ACCOUNT-HEALTH-SCORECARD,revenue-account-health-scorecard,Account Health Scorecard,account_health_scorecard_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Strategic Account Growth,SK-REVENUE-STAKEHOLDER-MAP-PREPARATION,revenue-stakeholder-map-preparation,Stakeholder Map Preparation,stakeholder_map_preparation_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Deal Enablement,SK-REVENUE-RFP-RESPONSE-EVIDENCE,revenue-rfp-response-evidence,Rfp Response Evidence,rfp_response_evidence_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Revenue Operations,SK-REVENUE-SALES-ACTIVITY-CAPTURE-REVIEW,revenue-sales-activity-capture-review,Sales Activity Capture Review,sales_activity_capture_review_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Revenue Operations,SK-REVENUE-LEAD-ROUTING-QUALITY-CHECK,revenue-lead-routing-quality-check,Lead Routing Quality Check,lead_routing_quality_check_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Revenue Operations,SK-REVENUE-TERRITORY-COVERAGE-ANALYSIS,revenue-territory-coverage-analysis,Territory Coverage Analysis,territory_coverage_analysis_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Pipeline and Deal Operations,SK-REVENUE-PRICING-EXCEPTION-PREPARATION,revenue-pricing-exception-preparation,Pricing Exception Preparation,pricing_exception_preparation_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Deal to Delivery,SK-REVENUE-CONTRACT-HANDOFF-READINESS,revenue-contract-handoff-readiness,Contract Handoff Readiness,contract_handoff_readiness_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Deal to Delivery,SK-REVENUE-CUSTOMER-ONBOARDING-READINESS,revenue-customer-onboarding-readiness,Customer Onboarding Readiness,customer_onboarding_readiness_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Customer Retention,SK-REVENUE-ADOPTION-ANALYSIS,revenue-adoption-analysis,Adoption Analysis,adoption_analysis_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Customer Retention,SK-REVENUE-QBR-PACK-PREPARATION,revenue-qbr-pack-preparation,Qbr Pack Preparation,qbr_pack_preparation_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Customer Retention,SK-REVENUE-CHURN-ROOT-CAUSE-ANALYSIS,revenue-churn-root-cause-analysis,Churn Root Cause Analysis,churn_root_cause_analysis_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Revenue Operations,SK-REVENUE-WIN-LOSS-SYNTHESIS,revenue-win-loss-synthesis,Win Loss Synthesis,win_loss_synthesis_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Revenue Operations,SK-REVENUE-INCENTIVE-EXCEPTION-REVIEW,revenue-incentive-exception-review,Incentive Exception Review,incentive_exception_review_packet.v1,A0,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Deal to Delivery,SK-REVENUE-CUSTOMER-COMMITMENT-TRACKER,revenue-customer-commitment-tracker,Customer Commitment Tracker,customer_commitment_tracker_packet.v1,A1,P1
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Customer Advocacy,SK-REVENUE-REFERENCE-CANDIDATE-QUALIFICATION,revenue-reference-candidate-qualification,Reference Candidate Qualification,reference_candidate_qualification_packet.v1,A1,P0
revenue,"Sales, Account Management, Customer Success, and Revenue Operations",Customer Escalation Management,SK-REVENUE-CUSTOMER-ESCALATION-COORDINATION,revenue-customer-escalation-coordination,Customer Escalation Coordination,customer_escalation_coordination_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Campaign Strategy and Operations,SK-MARKETING-CAMPAIGN-BRIEF-PREPARATION,marketing-campaign-brief-preparation,Campaign Brief Preparation,campaign_brief_preparation_packet.v1,A1,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Audience and Lifecycle Marketing,SK-MARKETING-AUDIENCE-SEGMENTATION-REVIEW,marketing-audience-segmentation-review,Audience Segmentation Review,audience_segmentation_review_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Audience and Lifecycle Marketing,SK-MARKETING-CONSENT-ELIGIBILITY-CHECK,marketing-consent-eligibility-check,Consent Eligibility Check,consent_eligibility_check_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Brand and Content Governance,SK-MARKETING-CONTENT-CLAIMS-REVIEW,marketing-content-claims-review,Content Claims Review,content_claims_review_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Brand and Content Governance,SK-MARKETING-BRAND-COMPLIANCE-REVIEW,marketing-brand-compliance-review,Brand Compliance Review,brand_compliance_review_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Campaign Strategy and Operations,SK-MARKETING-BUDGET-PACING-ANALYSIS,marketing-budget-pacing-analysis,Budget Pacing Analysis,budget_pacing_analysis_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Campaign Measurement,SK-MARKETING-CHANNEL-PERFORMANCE-SYNTHESIS,marketing-channel-performance-synthesis,Channel Performance Synthesis,channel_performance_synthesis_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Demand Operations,SK-MARKETING-LEAD-QUALITY-REVIEW,marketing-lead-quality-review,Lead Quality Review,lead_quality_review_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Audience and Lifecycle Marketing,SK-MARKETING-ACCOUNT-BASED-SIGNAL-QUALIFICATION,marketing-account-based-signal-qualification,Account Based Signal Qualification,account_based_signal_qualification_packet.v1,A1,P1
marketing,"Marketing, Demand Generation, Brand, and Communications",Field and Event Marketing,SK-MARKETING-EVENT-READINESS-CHECKLIST,marketing-event-readiness-checklist,Event Readiness Checklist,event_readiness_checklist_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Field and Event Marketing,SK-MARKETING-WEBINAR-FOLLOW-UP-PREPARATION,marketing-webinar-follow-up-preparation,Webinar Follow Up Preparation,webinar_follow_up_preparation_packet.v1,A1,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Brand and Content Governance,SK-MARKETING-CONTENT-REUSE-ELIGIBILITY,marketing-content-reuse-eligibility,Content Reuse Eligibility,content_reuse_eligibility_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Brand and Communications Risk,SK-MARKETING-SOCIAL-RISK-MONITORING,marketing-social-risk-monitoring,Social Risk Monitoring,social_risk_monitoring_packet.v1,A0,P1
marketing,"Marketing, Demand Generation, Brand, and Communications",Digital Content Operations,SK-MARKETING-SEO-CONTENT-BRIEF,marketing-seo-content-brief,Seo Content Brief,seo_content_brief_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Campaign Measurement,SK-MARKETING-PAID-MEDIA-ANOMALY-REVIEW,marketing-paid-media-anomaly-review,Paid Media Anomaly Review,paid_media_anomaly_review_packet.v1,A0,P1
marketing,"Marketing, Demand Generation, Brand, and Communications",Campaign Measurement,SK-MARKETING-ATTRIBUTION-EXPLANATION-PACK,marketing-attribution-explanation-pack,Attribution Explanation Pack,attribution_explanation_pack_packet.v1,A1,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Audience and Lifecycle Marketing,SK-MARKETING-NURTURE-JOURNEY-QUALITY-CHECK,marketing-nurture-journey-quality-check,Nurture Journey Quality Check,nurture_journey_quality_check_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Campaign Strategy and Operations,SK-MARKETING-CAMPAIGN-LAUNCH-READINESS,marketing-campaign-launch-readiness,Campaign Launch Readiness,campaign_launch_readiness_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Market Intelligence and Messaging,SK-MARKETING-COMPETITIVE-MESSAGE-SYNTHESIS,marketing-competitive-message-synthesis,Competitive Message Synthesis,competitive_message_synthesis_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Brand and Communications Risk,SK-MARKETING-PR-ISSUE-TRIAGE,marketing-pr-issue-triage,Pr Issue Triage,pr_issue_triage_packet.v1,A0,P2
marketing,"Marketing, Demand Generation, Brand, and Communications",Executive Communications,SK-MARKETING-EXECUTIVE-COMMUNICATION-DRAFT,marketing-executive-communication-draft,Executive Communication Draft,executive_communication_draft_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Customer Advocacy,SK-MARKETING-CUSTOMER-ADVOCACY-QUALIFICATION,marketing-customer-advocacy-qualification,Customer Advocacy Qualification,customer_advocacy_qualification_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Partner Marketing,SK-MARKETING-PARTNER-MARKETING-READINESS,marketing-partner-marketing-readiness,Partner Marketing Readiness,partner_marketing_readiness_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Market Intelligence and Messaging,SK-MARKETING-MARKET-RESEARCH-SYNTHESIS,marketing-market-research-synthesis,Market Research Synthesis,market_research_synthesis_packet.v1,A0,P0
marketing,"Marketing, Demand Generation, Brand, and Communications",Demand Operations,SK-MARKETING-MARKETING-OPERATIONS-DATA-QUALITY,marketing-marketing-operations-data-quality,Marketing Operations Data Quality,marketing_operations_data_quality_packet.v1,A1,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Case Intake and Routing,SK-CUSTOMER-SERVICE-CASE-INTAKE-CLASSIFICATION,customer-service-case-intake-classification,Case Intake Classification,case_intake_classification_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Knowledge and Resolution Support,SK-CUSTOMER-SERVICE-KNOWLEDGE-EVIDENCE-RETRIEVAL,customer-service-knowledge-evidence-retrieval,Knowledge Evidence Retrieval,knowledge_evidence_retrieval_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Knowledge and Resolution Support,SK-CUSTOMER-SERVICE-TROUBLESHOOTING-PLAN-DRAFT,customer-service-troubleshooting-plan-draft,Troubleshooting Plan Draft,troubleshooting_plan_draft_packet.v1,A1,P1
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Case Intake and Routing,SK-CUSTOMER-SERVICE-SERVICE-LEVEL-RISK-MONITORING,customer-service-service-level-risk-monitoring,Service Level Risk Monitoring,service_level_risk_monitoring_packet.v1,A0,P1
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Escalation and Complaint Management,SK-CUSTOMER-SERVICE-CASE-ESCALATION-PREPARATION,customer-service-case-escalation-preparation,Case Escalation Preparation,case_escalation_preparation_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Escalation and Complaint Management,SK-CUSTOMER-SERVICE-MAJOR-INCIDENT-CUSTOMER-UPDATE,customer-service-major-incident-customer-update,Major Incident Customer Update,major_incident_customer_update_packet.v1,A0,P2
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Escalation and Complaint Management,SK-CUSTOMER-SERVICE-COMPLAINT-CLASSIFICATION,customer-service-complaint-classification,Complaint Classification,complaint_classification_packet.v1,A1,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Service Quality and Improvement,SK-CUSTOMER-SERVICE-ROOT-CAUSE-EVIDENCE-COMPILATION,customer-service-root-cause-evidence-compilation,Root Cause Evidence Compilation,root_cause_evidence_compilation_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Entitlement and Remedy Operations,SK-CUSTOMER-SERVICE-REFUND-EXCEPTION-PREPARATION,customer-service-refund-exception-preparation,Refund Exception Preparation,refund_exception_preparation_packet.v1,A1,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Entitlement and Remedy Operations,SK-CUSTOMER-SERVICE-ENTITLEMENT-VALIDATION,customer-service-entitlement-validation,Entitlement Validation,entitlement_validation_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Service Quality and Improvement,SK-CUSTOMER-SERVICE-SERVICE-QUALITY-SCORECARD,customer-service-service-quality-scorecard,Service Quality Scorecard,service_quality_scorecard_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Contact Center Operations,SK-CUSTOMER-SERVICE-AGENT-COACHING-PREPARATION,customer-service-agent-coaching-preparation,Agent Coaching Preparation,agent_coaching_preparation_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Contact Center Operations,SK-CUSTOMER-SERVICE-QA-SAMPLE-SELECTION,customer-service-qa-sample-selection,Qa Sample Selection,qa_sample_selection_packet.v1,A1,P1
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Knowledge and Resolution Support,SK-CUSTOMER-SERVICE-SELF-SERVICE-GAP-ANALYSIS,customer-service-self-service-gap-analysis,Self Service Gap Analysis,self_service_gap_analysis_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Case Intake and Routing,SK-CUSTOMER-SERVICE-BACKLOG-PRIORITIZATION-SUPPORT,customer-service-backlog-prioritization-support,Backlog Prioritization Support,backlog_prioritization_support_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Service Delivery Coordination,SK-CUSTOMER-SERVICE-CROSS-TEAM-HANDOFF-READINESS,customer-service-cross-team-handoff-readiness,Cross Team Handoff Readiness,cross_team_handoff_readiness_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Contact Center Operations,SK-CUSTOMER-SERVICE-DIGITAL-CHANNEL-HEALTH-REVIEW,customer-service-digital-channel-health-review,Digital Channel Health Review,digital_channel_health_review_packet.v1,A0,P0
